source,title,description,sentiment,url,published_at
Applech2.com,Microsoft、リモートデスクトップクライアント「Remote Desktop」のデザインと名前を刷新した「Windows App for macOS/Mobile」をリリース。,"Microsoftがリモートデスクトップクライアント「Remote Desktop」のデザインと名前を刷新した「Windows App for macOS/iOS」をリリースしています。詳細は以下から。 　Micros […]
The post Microsoft、リモートデスクトップクライアント「Remote Desktop」のデザインと名前を刷新した「Windows App for macOS/Mobile」をリリース。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240920-windows-app-for-mac-and-mobile.html,2024-09-19T22:11:25Z
Applech2.com,キヤノンITS、macOS 15 Sequoiaに対応した「ESET Cyber Security」を公開。,"キヤノンITSがmacOS 15 Sequoiaに対応した「ESET Cyber Security」を公開しています。詳細は以下から。 　Mac用セキュリティソフトウェア「ESET Cyber Security」の国内 […]
The post キヤノンITS、macOS 15 Sequoiaに対応した「ESET Cyber Security」を公開。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240926-eset-cyber-security-support-macos-15-sequoia.html,2024-09-26T06:00:42Z
Forbes,Strong Q2 Showing Pushes Autodesk Stock Up 6%: What’s Next?,"Autodesk stock (NASDAQ: ADSK) price rose by 5.9% on Thursday, 29th August, even as the benchmark S&P 500 index traded sideways.",Positive,https://www.forbes.com/sites/greatspeculations/2024/09/03/strong-q2-showing-pushes-autodesk-stock-up-6-whats-next/,2024-09-03T10:30:39Z
Applech2.com,Broadcom、macOS 15 SequoiaやWindows Server 2025、Windows 11 23H2をサポートした「VMware Fusion v13.6」をリリース。,"BroadcomがmacOS 15 SequoiaやWindows Server 2025、Windows 11 23H2などをサポートした「VMware Fusion v13.6」をリリースしています。詳細は以下から […]
The post Broadcom、macOS 15 SequoiaやWindows Server 2025、Windows 11 23H2をサポートした「VMware Fusion v13.6」をリリース。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240905-vmware-fusion-v13-6-support-macos-15-sequoia.html,2024-09-05T08:17:04Z
Yahoo Entertainment,"Stock market today: Nasdaq slides as Apple slips, with Fed rate cut on the horizon",Investors are bracing for a crucial week dominated by the Fed's first interest-rate cut in four years.,Neutral,https://finance.yahoo.com/news/live/stock-market-today-nasdaq-slides-as-apple-slips-with-fed-rate-cut-on-the-horizon-133109993.html/,2024-09-16T13:31:09Z
Osxdaily.com,iOS 18 is Compatible with These iPhone Models,"iOS 18 for iPhone includes a variety of new features that many users are excited about, from all new Dark Mode icons and widgets, to color hued icons/widgets, customizable Control Center, Apple Intelligence AI features that will write emails and texts for you…",Neutral,https://osxdaily.com/2024/08/27/ios-18-compatible-iphone-list/,2024-08-27T22:18:44Z
Yahoo Entertainment,Apple AirPods 4 review: Still the top choice for a reason,Apple's AirPods 4 are still some of its best earbuds and active noise cancelling makes them even better.,Positive,https://finance.yahoo.com/news/apple-airpods-4-review-still-the-top-choice-for-a-reason-120002899.html/,2024-09-16T12:00:02Z
Yahoo Entertainment,Apple launches iPhone 16 with Apple Intelligence,Apple debuted its newest iPhones during its annual September event on Monday.,Neutral,https://finance.yahoo.com/news/apple-launches-iphone-16-with-apple-intelligence-183724722.html,2024-09-09T18:37:24Z
Applech2.com,Macintosh 128K風デザインで3.5インチIPSスクリーンを備えたUSB-Cハブ「RayCue 128K Docking Station」シリーズにDisplayLinkチップを搭載しないSEモデルが追加。,"Macintosh 128K風デザインで3.5インチIPSスクリーンを備えたUSB-Cハブ「RayCue 128K Docking Station」シリーズにDisplayLinkチップを搭載しない廉価モデルRayCu […]
The post Macintosh 128K風デザインで3.5インチIPSスクリーンを備えたUSB-Cハブ「RayCue 128K Docking Station」シリーズにDisplayLinkチップを搭載しないSEモデルが追加。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240830-raycue-128k-se-docking-station-triple-monitor.html,2024-08-29T22:21:56Z
Applech2.com,"米Anker、USB-Cケーブル一体型でマグネット接続が可能なiPhone 15 Pro用SD4.0対応SD/MicroSDカードリーダー「Anker MagGo USB-C Adapter (3-in-1, 10Gbps, For iPhone)」を発売。","米AnkerがSD4.0(UHS-II)やパススルー充電に対応したマグネット接続のiPhone 15 Pro用のSD/MicroSDカードリーダー「Anker MagGo USB-C Adapter (3-in-1, […]
The post 米Anker、USB-Cケーブル一体型でマグネット接続が可能なiPhone 15 Pro用SD4.0対応SD/MicroSDカードリーダー「Anker MagGo USB-C Adapter (3-in-1, 10Gbps, For iPhone)」を発売。 first a…",Neutral,https://applech2.com/archives/20240906-anker-maggo-usb-c-adapter-3-in-1-10gbps-for-iphone.html,2024-09-05T22:21:55Z
Applech2.com,AmazonのスマイルSALEで、BuffaloやWD、SanDisk、Samsung、Seagate、キオクシアなどのSSDやHDDが特選タイムセール中。,"AmazonのスマイルSALEで、BuffaloやWestern Digital、SanDisk、Samsung、Seagate、キオクシアなどのSSDやHDDが特選タイムセールとなっています。詳細は以下から。 　Am […]
The post AmazonのスマイルSALEで、BuffaloやWD、SanDisk、Samsung、Seagate、キオクシアなどのSSDやHDDが特選タイムセール中。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240831-amazon-ssd-time-sale.html,2024-08-31T03:13:05Z
Applech2.com,Spigen Japan、iMac G3をイメージしたデザインのiPhoneケース「Classic C1 MagFit」のiPhone 16 Pro/Max対応モデルを発売。,"Spigen JapanがiMac G3をイメージしたデザインのiPhoneケース「Classic C1 (MagFit)」のiPhone 16 Pro対応モデルを発売しています。詳細は以下から。 　アメリカと韓国に拠 […]
The post Spigen Japan、iMac G3をイメージしたデザインのiPhoneケース「Classic C1 MagFit」のiPhone 16 Pro/Max対応モデルを発売。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240910-spigen-classic-c1-magfit-for-iphone-16-pro.html,2024-09-10T12:39:55Z
Applech2.com,Anker Japan、リングスタンド付きのiPhone 16/16 Pro用ケース「Anker MagGo Magnetic Case」と「Easy Fit ガラスフィルムキット」の予約販売を開始。,"Anker Japanがリングスタンド付きのiPhone 16/16 Pro用ケース「Anker MagGo Magnetic Case」と「Easy Fit ガラスフィルムキット」の予約販売を開始しています。詳細は以 […]
The post Anker Japan、リングスタンド付きのiPhone 16/16 Pro用ケース「Anker MagGo Magnetic Case」と「Easy Fit ガラスフィルムキット」の予約販売を開始。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240910-anker-maggo-magnetic-case-for-iphone-16.html,2024-09-10T10:47:26Z
Applech2.com,米Belkin、Qi2対応したワイヤレス車載充電器「Belkin BoostCharge Pro Magnetic Wireless Car Charger with Qi2 15W」を発売。,"米BelkinがQi2に対応して安価になったワイヤレス車載充電器「BoostCharge Pro Magnetic Wireless Car Charger with Qi2 15W」を発売しています。詳細は以下から。 […]
The post 米Belkin、Qi2対応したワイヤレス車載充電器「Belkin BoostCharge Pro Magnetic Wireless Car Charger with Qi2 15W」を発売。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240908-belkin-boostcharge-pro-magnetic-wireless-car-charger-with-qi2-15w.html,2024-09-08T04:32:00Z
Applech2.com,Anker Japan、Appleの探す機能に対応した紛失防止トラッカー「Eufy Security SmartTrack Link」にホワイトモデルを追加。,"Anker JapanがAppleの探す機能に対応した紛失防止トラッカー「Eufy Security SmartTrack Link」にホワイトモデルを追加しています。詳細は以下から。 　Anker Japanは日本時 […]
The post Anker Japan、Appleの探す機能に対応した紛失防止トラッカー「Eufy Security SmartTrack Link」にホワイトモデルを追加。 first appeared on AAPL Ch..",Neutral,https://applech2.com/archives/20240829-eufy-security-smarttrack-link-white.html,2024-08-29T13:25:47Z
Applech2.com,Appleがサポートを終了したQuickTime Player 7を最新macOSで再現したApple Music用コントローラー「QuickTune for macOS」にMac OS X Leopardテーマが追加。,"Appleがサポートを終了したQuickTime Player 7を最新macOSで再現したApple Music用コントローラー「QuickTune for macOS」にMac OS X Leopardテーマが追加 […]
The post Appleがサポートを終了したQuickTime Player 7を最新macOSで再現したApple Music用コントローラー「QuickTune for macOS」にMac OS X Leopardテーマが追加。 first appeared on AAPL Ch…",Neutral,https://applech2.com/archives/20240830-quicktune-7-for-macos-new-os-x-leopard-theme.html,2024-08-29T23:49:24Z
